"vet_id","category","label","full_template_content"
"ddf49cb2-ba19-4030-9194-5de45bac1e5e","full_report_template","PREÑEZ CON PROBLEMAS","MOTIVO DEL ESTUDIO ECOGRAFICO: SE HACE EXPLORACION ABDOMINAL PARA CONTROL DE PREÑEZ

VEJIGA URINARIA: SE LOCALIZA LA VEJIGA EN REGION CAUDAL DEL ABDOMEN PARA UTILIZAR ESTA COMO VENTANA ACUSTICA

UTERO: SE LOCALIZA EL UTERO EL CUAL ESTA CON CONTENIDO DE FETOS. TODOS PRESENTAN FETOCARDIA POSITIVA EN FRECUENCIAS  ADECUADAS. TODAS ESTAN POR ENCIMA DE ### LPM. SE HACEN MEDICIONES DE DIAMETRO BIPARIETAL A VARIOS FETOS. DONDE SE CALCULA LA EDAD GESTACIONAL EN  ## DIAS DIAS APROX.. TODOS LOS FETOS PRESENTAN UN DESARROLLO GESTACIONAL DEACUERDO A LA EDAD CALCULADA.. NO SE APRECIAN ANORMALIDADES VISIBLES EN ELLOS ,

UNO DE LOS FETOS TIENE PROBLEMAS



OTROS: DIAGNOSTICO PREÑEZ __ DIAS .

SE  ANEXA VIDEO CON APARTES DE LA EXPLORACION ."
"ddf49cb2-ba19-4030-9194-5de45bac1e5e","full_report_template","PREÑEZ NORMAL 2","MOTIVO DEL ESTUDIO ECOGRAFICO: SE HACE EXPLORACION ABDOMINAL PARA CONTROL DE PREÑEZ

VEJIGA URINARIA: SE LOCALIZA LA VEJIGA EN REGION CAUDAL DEL ABDOMEN PARA UTILIZAR ESTA COMO VENTANA ACUSTICA

UTERO: SE LOCALIZA EL UTERO EL CUAL ESTA CON CONTENIDO DE  __ FETOS. TODOS PRESENTAN FETOCARDIA POSITIVA EN FRECUENCIAS  ADECUADAS. TODAS ESTAN POR ENCIMA DE ___ LPM. SE HACEN MEDICIONES DE DIAMETRO BIPARIETAL A VARIOS FETOS. DONDE SE CALCULA LA EDAD GESTACIONAL EN  __ DIAS DIAS APROX.. TODOS LOS FETOS PRESENTAN UN DESARROLLO GESTACIONAL DEACUERDO A LA EDAD CALCULADA.. NO SE APRECIAN ANORMALIDADES VISIBLES EN ELLOS ,

OTROS: DIAGNOSTICO PREÑEZ __ DIAS .

SE  ANEXA VIDEO CON APARTES DE LA EXPLORACION ."
"ddf49cb2-ba19-4030-9194-5de45bac1e5e","full_report_template","INTESTINAL","MOTIVO DEL ESTUDIO ECOGRAFICO: SE HACE EXPLORACION ABDOMINAL PARA CONTROL DE PREÑEZ

VEJIGA URINARIA: SE LOCALIZA LA VEJIGA EN REGION CAUDAL DEL ABDOMEN PARA UTILIZAR ESTA COMO VENTANA ACUSTICA

UTERO: SE LOCALIZA EL UTERO EL CUAL ESTA CON CONTENIDO DE  __ FETOS. TODOS PRESENTAN FETOCARDIA POSITIVA EN FRECUENCIAS  ADECUADAS. TODAS ESTAN POR ENCIMA DE ___ LPM. SE HACEN MEDICIONES DE DIAMETRO BIPARIETAL A VARIOS FETOS. DONDE SE CALCULA LA EDAD GESTACIONAL EN  __ DIAS DIAS APROX.. TODOS LOS FETOS PRESENTAN UN DESARROLLO GESTACIONAL DEACUERDO A LA EDAD CALCULADA.. NO SE APRECIAN ANORMALIDADES VISIBLES EN ELLOS ,

OTROS: DIAGNOSTICO PREÑEZ __ DIAS .

SE  ANEXA VIDEO CON APARTES DE LA EXPLORACION .

_____________ _____________


                     ________________"
"ddf49cb2-ba19-4030-9194-5de45bac1e5e","full_report_template","PLANTILLA URINARIA","MOTIVO DEL ESTUDIO ECOGRAFICO: Presentación de vómitos

EQUIPO UTILIZADO: EDAN  ACCLARIX AX8,  transductor microconvex MC9-3TQ 5 a 9 MHZ

HIGADO: Presenta parénquima homogéneo de grano medio, márgenes lisos, ángulos rectos y es hipoecoico con respecto al bazo, bordes finos, triangulares sin exceder el límite anatómico normal del estómago ni del riñón derecho.

VESICULA BILIAR: Contenido anecoico homogéneo (normal), forma de saco y bilobulada, distención moderada, pared  hiper ecogénica, íntegra, lisa, de espesor normal 1.34mm y volumen 3.6 cm3.

RIÑÓN IZQUIERDO: Tamaño y ubicación anatómica normal, capsula de superficie lisa, regular y ecogénica, conserva buena relación y diferenciación corticomedular, en corte longitudinal se mide tamaño en ancho ___mm y largo ___  mm con corteza renal de __mm, en corte transversal renal se mide tamaño en alto ___mm y pelvis  __mm  (normal)

RIÑÓN DERECHO: Tamaño y ubicación anatómica normal alojado en la fosa renal del lóbulo caudado  hepático, con la misma descripción ecográfica del riñón contralateral, en corte longitudinal se mide tamaño en ancho ___mm y largo ___ mm, con corteza renal de __mm, en corte transversal renal se mide tamaño en alto ___mm y pelvis  __mm  (normal)

BAZO: Tamaño fisiológico, posición normal en su proporción abdominal izquierda plegado sobre sí mismo, ecotextura de morfología uniforme, parénquima homogéneo, bordes lancelados, cápsula hiperecogénica lisa, en corte longitudinal sobre el hilio esplénico se mide tamaño en ancho 14.09 mm.

PANCREAS: de características ultrasonográficas conservadas., en corte longitudinal se mide tamaño en cuerpo rama izquierda de ancho ___ mm

ESTOMAGO: Tamaño reducido por ausencia de contenido alimentario, con pared de grosor normal en fundus gástrico, peristaltismo normal, estratificación conservada y contenido gaseoso.

INTESTINO DELGADO: Patrón de contenido fluido en normomotilidad, sin cambios aparentes para yeyuno e íleon, estratificación conservada, pared de grosor normal, peristaltismo normal

INTESTINO GRUESO: Contenido gaseoso, en colon descendente y estratificación conservada.

VEJIGA URINARIA: Ubicación anatómica normal en hipogastrio, de forma ovoide en corte longitudinal, contorno regular en pared monolaminar, mucosa y serosa con paredes lisas regulares, contenido anecoico puro, se evalúa tamaño de pared vesical craneal o ápex 3.14mm, pared ventral  2.02mm, pared dorsal 2.41mm y volumen aproximado de 7 cm3.

LINFONODULOS: No se observaron linfonodos reactivos durante el estudio ecográfico.
GLANDULAS ADRENALES: GL Izquierda, tamaño y forma bilobulada y de características ultrasonográficas conservadas, en corte sagital se mide tamaño de longitud 9.71mm, polo craneal 3.32mm de ancho y caudal 4.31mm.

CAVIDAD ABDOMINAL: No se observa liquido libre en ninguno de sus 4 cuadrantes abdominales Cisto Cólico CC, esplenorenal SR , Hepato Diafragmático HD y Hepatorenal HR.

OTROS: Se recomienda realizar perfil hepato renal (Hemograma, Creatinina, Fosforo, Calcio, BUN, SDMA, Urianalisis, ALT, FA, GGT, ALB, Globulinas y Glucosa), complementar con radiografía tórax VD y LL.  Ecografías mensuales para valorar evolución y tamaño de los quistes renales.

CONCLUSIONES: Presentación de Riñones poliquísticos del persa, descartar nefropatía con exámenes complementarios y seguimientos ecográficos."
"ddf49cb2-ba19-4030-9194-5de45bac1e5e","full_report_template","MIELOLIPOMA ESPLENICO EN SENIL","MOTIVO DEL ESTUDIO ECOGRAFICO: Ecografía abdominal por distención y/o dolor, alteración en su columna dificultando su marcha. 

EQUIPO UTILIZADO: EDAN  ACCLARIX AX8,  transductor microconvex MC9-3TQ 5 a 9 MHZ

HIGADO: Presenta parénquima homogéneo de grano medio, márgenes lisos, ángulos rectos y es hipoecoico con respecto al bazo, bordes finos, triangulares sin exceder el límite anatómico normal del estómago ni del riñón derecho, los vasos sanguíneos aparecen como estructuras redondeadas anecoicas de patrón vascular normal, en la sección transversa del hígado los vasos aparecen como estructuras redondeadas anecoicas.

VESICULA BILIAR: Contenido anecoico puro, forma piriforme al corte longitudinal, con distensión moderada, capsula de pared fina e hiperecoica de 1.64mm de grosor.

RIÑÓN IZQUIERDO: Tamaño y ubicación anatómica normal, capsula de superficie lisa, regular y ecogénica, conserva buena relación y diferenciación cortico medular, en corte longitudinal se mide tamaño en ancho 23.74 mm y largo 37.78 mm con corteza renal de 4.94 mm, en cortical presenta pequeñas áreas hiperecoicas difusas sin sombra acústica sugerentes de  fibrosis o proceso senil.

RIÑÓN DERECHO: Tamaño y ubicación anatómica normal alojado en la fosa renal del lóbulo caudado hepático, con la misma descripción ecográfica del riñón contralateral, en corte longitudinal se mide tamaño en ancho 22.63 mm y largo 40.35 mm, con corteza renal de 4.62 mm, en corte transversal renal se mide tamaño en alto 20.72 mm y pelvis 1.97mm (normal).

BAZO: Esplenomegalia, posición normal en su proporción abdominal izquierda y derecha en epigastrio, ecotextura de morfología mixta gruesa, parénquima heterogéneo, bordes redondeados, cápsula hiperecogénica lisa, en corte longitudinal sobre el hilio esplénico se mide tamaño en ancho 15.99mm , presenta varias estructuras hiperecoicas focales amorfas con centro hipoecoico de patrón en diana en cuerpo esplénico ventral o visceral que acompañan los vasos sanguíneos, se mide la más grande craneal de 10.48mm x 4.50mm que aún no deforma la capsula compatible con mielolipoma que suelen presentarse en caninos de edad avanzada.

PANCREAS: No evaluable

ESTOMAGO: Tamaño reducido por ausencia de contenido alimentario, con pared de grosor normal en fundus gástrico de 3.28mm normal, peristaltismo normal, estratificación conservada y contenido gaseoso.

INTESTINO DELGADO: Patrón de contenido fluido duodenal en normomotilidad, sin cambios aparentes para yeyuno e íleon, estratificación conservada, pared de grosor normal, peristaltismo normal.
INTESTINO GRUESO: Contenido gaseoso, en colon descendente y estratificación conservada.

VEJIGA URINARIA: Ubicación en hipogastrio y mesogastrio por amplia distensión de contenido anecoico puro urinario, de forma redondeada en corte longitudinal, contorno regular en pared mucosa conservada y serosa hiperecogénica monolaminar.

LINFONODULOS: Linfonodo iliaco medial izquierdo de tamaño en corte longitudinal 15.49mm a 3.63 de ancho, de isoecogenicidad con relación a su entorno, margen definido y tamaño ovalado normal.

GLANDULAS ADRENALES: GL Izquierda, tamaño y forma bilobulada y de características ultrasonográficas conservadas, en corte sagital se mide tamaño de longitud 11.90 mm, polo craneal 4.59 mm de ancho y caudal 3.33 mm.

CAVIDAD ABDOMINAL: No se observa liquido libre en ninguno de sus 4 cuadrantes abdominales Cisto Cólico CC, esplenorrenal SR , Hepato Diafragmático HD y Hepatorrenal HR.

CONCLUSIONES: Por las alteraciones en cuerpo esplénico se recomienda realizar ecografía de control en 30 días para valorar evolución de los patrones hiperecoicos del Bazo y seguimiento de linfonodos, se sugiere realizar aspirado con aguja fina eco guiado y citología."
"ddf49cb2-ba19-4030-9194-5de45bac1e5e","full_report_template","FELINO OBESO NORMAL ABDOMINAL","MOTIVO DEL ESTUDIO ECOGRAFICO: Alteración en sistema urinario (FLUDT, hematuria, estranguria, oliguria, Urolitiasis)

EQUIPO UTILIZADO: EDAN  ACCLARIX AX_,  transductor microconvex MC_-_TQ _ a _ MHZ

HIGADO: Presenta parénquima homogéneo de grano medio, márgenes lisos, ángulos rectos y es hipoecoico con respecto al bazo, bordes finos, triangulares sin exceder el límite anatómico normal del estómago ni del riñón derecho, los vasos sanguíneos aparecen como estructuras redondeadas anecoicas de patrón vascular normal.

VESICULA BILIAR: Contenido anecoico puro, forma bilobulada al corte longitudinal, con distensión moderada, capsula de pared fina e hiperecoica de _.__mm de grosor.

RIÑÓN IZQUIERDO: Tamaño y ubicación anatómica normal, capsula de superficie lisa, regular y ecogénica, conserva buena relación y diferenciación corticomedular,  seno renal hiperecoico por infiltrado graso, en corte longitudinal se mide tamaño en ancho __.__ mm y largo __.__ mm con corteza renal de _.__ mm, en corte transversal renal se mide tamaño en alto __.__ mm.

RIÑÓN DERECHO: Tamaño y ubicación anatómica normal alojado en la fosa renal del lóbulo caudado  hepático, con la misma descripción ecográfica del riñón contralateral, en corte longitudinal se mide tamaño en ancho __.__ mm y largo __.__ mm, con corteza renal de _.__ mm, en corte transversal renal se mide tamaño en alto __.__ mm.

BAZO: Tamaño fisiológico, posición normal en su proporción abdominal izquierda,  ecotextura de morfología uniforme, parénquima homogéneo, bordes lancelados, cápsula hiperecogénica lisa, en corte longitudinal sobre el hilio esplénico se mide tamaño en ancho _.__mm.

ESTOMAGO: Con pared de grosor normal en fundus gástrico de _.__mm, peristaltismo normal, estratificación conservada y sin evidencia de contenido  en esta área. Cuerpo gástrico estratificación conservada, peristaltismo normal, con presencia de contenido alimenticio hiperecogénico y gas en leve proporción. Píloro estrecho, con paredes estratificadas sin contenido.

INTESTINO DELGADO: Patrón de contenido fluido duodenal en normomotilidad, sin cambios aparentes para yeyuno e íleon, estratificación conservada, pared de grosor normal, peristaltismo normal.

INTESTINO GRUESO: Contenido gaseoso, en colon descendente y estratificación conservada.

VEJIGA URINARIA: Ubicación anatómica normal en hipogastrio, con moderado contenido anecoico, de forma ovoide en corte longitudinal, contorno regular en paredes monolaminares de _.__mm a _.__mm, mucosa conservada y serosa hiperecogénica, volumen __cm_. Evidencia pequeños focos hiperecogénicos móviles en suspensión (micro litiasis), sedimento celular activo y grasa.

GLANDULAS ADRENALES: GL Izquierda tamaño y forma bilobulada estándar, de características ultrasonográficas conservadas, en corte sagital se mide tamaño de longitud _.__ mm, polo craneal _.__ mm de ancho y caudal _.__ mm.

CONCLUSIONES: Sin cambios aparentes abdominales sugestivos de patologías, si los síntomas persisten realizar perfil hepato renal (Hemograma, Creatinina, Fosforo, Calcio, BUN, SDMA, Uroanálisis, ALT, FA, GGT, ALB, Globulinas y Glucosa) y repetir ecografía."
"ddf49cb2-ba19-4030-9194-5de45bac1e5e","full_report_template","FELINO ENF RENAL + GASTROPATIA UREMICA","MOTIVO DEL ESTUDIO ECOGRAFICO: Control ecografico, Alteración analítica en sus exámenes de laboratorio Hemograma, Urianalisis y/o química sanguínea.

EQUIPO UTILIZADO: EDAN  ACCLARIX AX_,  transductor microconvex MC_-_TQ _ a _ MHZ

HIGADO: Presenta parénquima homogéneo de grano medio, márgenes lisos, ángulos rectos y es hipoecoico con respecto al bazo y al ligamento falciforme, bordes finos, aguzados sin exceder el límite anatómico normal de la parrilla costal izquierda y derecha, los vasos sanguíneos aparecen como estructuras redondeadas anecoicas de patrón vascular normal.

VESICULA BILIAR: Contenido anecoico puro, forma piriforme al corte longitudinal, con distensión moderada y volumen de _._cm_, capsula de pared fina e hiperecoica de _.__mm de grosor.

RIÑÓN IZQUIERDO: Tamaño reducido, amorfo semicircular, ubicación anatómica normal, capsula de superficie irregular, perdida de diferenciación corticomedular y relación alterada, corteza heterogénea mixta con zonas hipoecogenicas difusas en patrón redondeado definido y Doppler negativo, en corte longitudinal se mide tamaño largo __.__ mm, ancho __.__mm y corteza _.__mm aproximada, en corte transversal se mide tamaño en alto __.__mm, con pelvis renal de _.__ mm. 

Se mide índice de resistencia sobre arteria arcuada con Doppler espectral y pulsado de valor _.___ (normal)

RIÑÓN DERECHO: Tamaño pequeño y amorfo, superficie irregular, hipoecoica y ecogénica mixta, ubicación anatómica normal, diferenciación corticomedular reducida con aumento de tamaño en corteza renal, cambios ecogénicos en corteza mixtos con focos hipoecoicos redondeados mal definidos e infiltrado mineral y graso en pelvis renal, en corte longitudinal se mide tamaño en ancho __.__ mm y largo __.__ mm, con corteza renal de _.__ mm aproximados, en corte transversal se mide tamaño en alto __.__mm

BAZO: Tamaño fisiológico, posición normal en su epigastrio izquierdo lateral,  ecotextura de morfología uniforme, parénquima homogéneo, bordes lancelados, cápsula hiperecogénica lisa, en corte longitudinal sobre el hilio esplénico se mide tamaño en ancho _.__ mm.

PANCREAS: Páncreas de características ultrasonográficas conservadas isoecogénico con relación al tejido circundante graso, se mide tamaño en corte transversal duodenal  de _.__mm a _.__ mm para la rama derecha y _.__mm en rama izquierda.

ESTOMAGO: Con pared de grosor aumentado en fundus gástrico de _.__mm hasta _.__mm, peristaltismo disminuido, estratificación conservada con aumento de grosor en mucosa gástrica y sin evidencia de contenido en esta área. 

Cuerpo gástrico medido en longitudinal de _.__mm de estratificación con aumento de hiperecogenicidad en mucosa, pliegues gástricos engrosados, peristaltismo disminuido, ausencia de contenido alimenticio y presencia de gas en leve proporción.

Antro pilórico medido en longitudinal de _.__ mm de espesor con estratificación diferenciable con aumento de hiperecogenicidad en mucosa, peristaltismo adecuado y sin contenido, Píloro estrecho y de ángulo cerrado. 

Se observa mineralización de toda la mucosa gástrica con una interfase grueso marcadamente ecogénico, pliegues engrosados y atenuación posterior muy sugestivo de gastropatía urémica. 
 


INTESTINO DELGADO: Patrón de contenido fluido duodenal en normomotilidad, sin cambios aparentes para yeyuno de _.__mm de espesor estratificado e íleon, estratificación conservada, pared de grosor normal, peristaltismo normal.

INTESTINO GRUESO: Contenido gaseoso, en colon descendente y estratificación conservada.

VEJIGA URINARIA: Ubicación anatómica normal en hipogastrio, con moderado contenido anecoico puro, de forma ovoide en corte longitudinal, contorno regular en pared mucosa conservada y serosa hiperecogénica, volumen _._ cm_.

GLANDULAS ADRENALES: GL Izquierda tamaño y forma bilobulada estándar, de características ultrasonográficas conservadas, en corte sagital se mide tamaño de longitud _.__ mm, polo craneal _.__ mm de ancho.

GRANDES VASOS, VENAS Y ARTERIAS: Relación porta/ aorta = _.__ y vena cava caudal/ aorta = _.__ (variaciones normales felinas)

OTROS: Por las alteraciones en sistema  gastrico y urinario se recomienda realizar (Hemograma, creatinina, fosforo, BUN, SDMA y Uroanálisis,  perfil hepático: ALT, AST, FA, GGT, Glucosa y Bilirrubinas.radiografías abdominales en VD y LL).

NOTA. La ecografía es un método diagnostico complementario que no determina funcionalidad, ni tipo de celular de los órganos afectados, el diagnóstico ecográfico debe ser interpretado por el médico solicitante de acuerdo a la clínica y sus paraclínicos.

CONCLUSIONES: Considerar presuntivo Linfoma Felino, gastropatía urémica e injuria renal crónica. Realizar ecografía en __ días posteriores al tratamiento para valorar evolución de Riñones, pliegues gástricos y Linfonodos."
"ddf49cb2-ba19-4030-9194-5de45bac1e5e","full_report_template","ENDOMETRITIS Y MASA MAMARIA","MOTIVO DEL ESTUDIO ECOGRAFICO: Ecografía abdominal, decaimiento y  Alteración analítica en sus exámenes de laboratorio Hemograma y/o química sanguínea. Nunca se le ha detectado el celo de forma evidente

EQUIPO UTILIZADO: EDAN  ACCLARIX AX_,  transductor microconvex MC_-_TQ _ a _ MHZ

HIGADO: Presenta parénquima homogéneo de grano medio, márgenes lisos, ángulos rectos y es hipoecoico con respecto al bazo e isoecoico con relación a corteza renal derecha, bordes finos, triangulares sin exceder el límite anatómico normal del estómago ni del riñón derecho, los vasos sanguíneos aparecen como estructuras redondeadas anecoicas de patrón vascular normal.

VESICULA BILIAR: Contenido anecoico puro, forma piriforme al corte longitudinal, con distensión moderada, capsula de pared fina ecogenica de _.__mm de grosor.

RIÑÓN IZQUIERDO: Tamaño y ubicación anatómica normal, capsula de superficie lisa, regular y ecogénica, conserva  relación y diferenciación corticomedular, en corte longitudinal se mide tamaño en ancho  __.__mm y largo __.__ mm con corteza renal de _.__ mm, en corte transversal renal se mide tamaño en alto __.__mm y pelvis _.__mm  (normal).

RIÑÓN DERECHO: Tamaño y ubicación anatómica normal alojado en la fosa renal del lóbulo caudado  hepático, con la misma descripción ecográfica del riñón contralateral, en corte longitudinal se mide tamaño en ancho __.__mm y largo __.__mm, con corteza renal de _.__ mm, en corte transversal renal se mide tamaño en alto  __.__mm y pelvis  _.__ mm  (normal).

BAZO: Tamaño fisiológico, posición normal en su proporción abdominal izquierda,  ecotextura de morfología uniforme, parénquima homogéneo, bordes lancelados, cápsula hiperecogénica lisa, en corte longitudinal sobre el hilio esplénico se mide tamaño en ancho _.__ mm.

ESTOMAGO: Con pared de grosor normal en fundus gástrico _.__mm, peristaltismo normal, estratificación conservada y evidencia de contenido alimenticio en esta área.

INTESTINO DELGADO: Patrón de contenido fluido duodenal en normomotilidad, sin cambios aparentes para yeyuno e íleon, estratificación conservada, pared de grosor normal, peristaltismo normal

INTESTINO GRUESO: Contenido gaseoso, en colon descendente y estratificación conservada.

VEJIGA URINARIA: Ubicación anatómica normal en hipogastrio, con moderado contenido anecoico puro, de forma ovoide en corte longitudinal, contorno regular en pared mucosa conservada y serosa hiperecogénica, Tamaño medido de pared  en corte longitudinal cuerpo ventral _.__mm y en craneal _.__ mm.

LINFONODULOS: No se observaron linfonodos reactivos durante el estudio ecográfico, linfonodo iliaco medial izquierdo medido en corte sagital _.__mm y en eje corto _.__mm.

GLANDULAS ADRENALES: GL Izquierda tamaño reducido y forma bilobulada, de características ultrasonográficas conservadas, en corte sagital se mide tamaño de longitud __.__ mm, polo craneal _.__ mm de ancho y caudal  _.__mm.

GRANDES VASOS, VENAS Y ARTERIAS: Relación porta/ aorta = _.__ y vena cava caudal/ aorta = _.__ (variaciones normales)"
"ddf49cb2-ba19-4030-9194-5de45bac1e5e","full_report_template","OCULAR NORMAL","MOTIVO DEL ESTUDIO ECOGRAFICO: Paciente con alteración ocular, queratitis pigmentaria y ojo seco derecho.

EQUIPO UTILIZADO: EDAN  ACCLARIX AX8,  transductor microconvex MC9-3TQ  5 a 9MHZ

Globos oculares derecho e izquierdo examinados usando técnica corneal directa: Capsulas anterior y posterior del cristalino delgado y brillante (normal), Cámara anterior anecoica (normal), Humor vítreo anecoico (normal), Pared posterior ojo brillante en  línea curva lisa sin estructuras hiperecoicas adyacentes (normal), Se observa material graso hiperecoico que rodea el nervio óptico hipoecoico (normal), No se observa ninguna estructura brillante dentro de la cámara anterior o el cuerpo vítreo (normal). Medición de la vaina del nervio óptico izquierdo 3.03mm y 3.61 mm para el derecho.

Mediciones de la longitud axial ocular usando el modo B en ambos globos oculares cuyas medidas son casi idénticas. 

No se aprecian anormalidades anatómicas, ni masas, ni desprendimientos de retina, ni cataratas, ni luxación de cristalino en el presente examen."
"ddf49cb2-ba19-4030-9194-5de45bac1e5e","full_report_template","ABDOMEN HEMBRA NORMAL CASTRADA","MOTIVO DEL ESTUDIO ECOGRAFICO: Ecografía abdominal, decaimiento y  Alteración analítica en sus exámenes de laboratorio Hemograma y/o química sanguínea. 

EQUIPO UTILIZADO: EDAN  ACCLARIX AX_,  transductor microconvex MC_-_TQ _ a _ MHZ

HIGADO: Presenta parénquima homogéneo de grano medio, márgenes lisos, ángulos rectos y es hipoecoico con respecto al bazo e isoecoico con relación a corteza renal derecha, bordes finos, triangulares sin exceder el límite anatómico normal del estómago ni del riñón derecho, los vasos sanguíneos aparecen como estructuras redondeadas anecoicas de patrón vascular normal.

VESICULA BILIAR: Contenido anecoico puro, forma piriforme al corte longitudinal, con distensión moderada, capsula de pared fina ecogenica de _.__mm de grosor.

RIÑÓN IZQUIERDO: Tamaño y ubicación anatómica normal, capsula de superficie lisa, regular y ecogénica, conserva relación y diferenciación corticomedular, en corte longitudinal se mide tamaño en ancho  __.__mm y largo __.__ mm con corteza renal de _.__ mm, en corte transversal renal se mide tamaño en alto __.__mm y pelvis _.__mm  (normal).

RIÑÓN DERECHO: Tamaño y ubicación anatómica normal alojado en la fosa renal del lóbulo caudado hepático, con la misma descripción ecográfica del riñón contralateral, en corte longitudinal se mide tamaño en ancho __.__mm y largo __.__mm, con corteza renal de _.__ mm, en corte transversal renal se mide tamaño en alto  __.__mm y pelvis  _.__ mm  (normal).

BAZO: Tamaño fisiológico, posición normal en su proporción abdominal izquierda, ecotextura de morfología uniforme, parénquima homogéneo, bordes lancelados, cápsula hiperecogénica lisa, en corte longitudinal sobre el hilio esplénico se mide tamaño en ancho _.__ mm.

ESTOMAGO: Con pared de grosor normal en fundus gástrico _.__mm, peristaltismo normal, estratificación conservada y evidencia de contenido alimenticio en esta área.

INTESTINO DELGADO: Patrón de contenido fluido duodenal en normomotilidad, sin cambios aparentes para yeyuno e íleon, estratificación conservada, pared de grosor normal, peristaltismo normal

INTESTINO GRUESO: Contenido gaseoso, en colon descendente y estratificación conservada.

VEJIGA URINARIA: Ubicación anatómica normal en hipogastrio, con moderado contenido anecoico puro, de forma ovoide en corte longitudinal, contorno regular en pared mucosa conservada y serosa hiperecogénica, Tamaño medido de pared en corte longitudinal cuerpo ventral _.__mm y en craneal _.__ mm.

LINFONODULOS: No se observaron linfonodos reactivos durante el estudio ecográfico, linfonodo iliaco medial izquierdo medido en corte sagital _.__mm y en eje corto _.__mm.

GLANDULAS ADRENALES: GL Izquierda tamaño reducido y forma bilobulada, de características ultrasonográficas conservadas, en corte sagital se mide tamaño de longitud __.__ mm, polo craneal _.__ mm de ancho y caudal _.__mm.

GRANDES VASOS, VENAS Y ARTERIAS: Relación porta/ aorta = _.__ y vena cava caudal/ aorta = _.__ (variaciones normales)"
